"PVWatts Hourly PV Performance Data"
"Requested Location","qatar"
"Location","ABU DHABI, UNITED ARAB EMIRATES"
"Latitude (DD)","24.43"
"Longitude (DD)","54.65"
"Elevation (m)","27"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","31","16","680","88","26","4.1","0.25","425.602","33.297","2838.641","2706.348"
"3","31","17","313","87","26","1.5","0.25","163.658","30.34","981.482","914.996"
"3","31","18","0","13","23.6","1","0.25","12.028","23.909","43.839","10.577"
"3","31","19","0","0","22.7","1","0.25","0","22.7","0","0"
"3","31","20","0","0","22","1.5","0.25","0","22","0","0"
"3","31","21","0","0","21.6","1.5","0.25","0","21.6","0","0"
"3","31","22","0","0","21.8","2.6","0.25","0","21.8","0","0"
"3","31","23","0","0","22.2","2.6","0.25","0","22.2","0","0"
"4","1","0","0","0","22.8","3.1","0.25","0","22.8","0","0"
"4","1","1","0","0","23.2","2.6","0.25","0","23.2","0","0"
"4","1","2","0","0","23.2","6.2","0.25","0","23.2","0","0"
"4","1","3","0","0","22.9","3.6","0.25","0","22.9","0","0"
"4","1","4","0","0","22.4","3.6","0.25","0","22.4","0","0"
"4","1","5","0","0","22","3.6","0.25","0","22","0","0"
"4","1","6","0","18","21.8","3.6","0.25","16.666","22.082","77.445","42.993"
"4","1","7","159","131","23","5.1","0.25","170.663","25.536","1101.266","1030.536"
"4","1","8","448","174","24","5.9","0.25","410.589","29.604","2772.105","2642.17"
"4","1","9","597","197","25","6.7","0.25","639.593","32.982","4240.408","4058.445"
"4","1","10","615","267","26","7.7","0.25","820.108","35.25","5338.772","5117.89"
"4","1","11","650","290","26","7.4","0.25","938.285","36.877","6034.763","5789.219"
"4","1","12","677","288","26","7.2","0.25","983.216","37.62","6294.776","6040.019"
"4","1","13","608","315","25","7.2","0.25","914.223","35.806","5904.627","5663.694"
"4","1","14","543","297","26","7.2","0.25","772.985","35.148","5033.692","4823.619"
"4","1","15","480","239","25.5","6.7","0.25","578.66","32.72","3834.6","3667.016"
"4","1","16","400","168","24","7.2","0.25","364.446","28.332","2458.784","2339.951"
"4","1","17","201","93","23","7.2","0.25","139.426","24.629","868.478","805.996"
"4","1","18","0","11","22.1","7.7","0.25","10.172","22.197","37.079","4.056"
"4","1","19","0","0","21.8","6.3","0.25","0","21.8","0","0"
"4","1","20","0","0","21.6","5","0.25","0","21.6","0","0"
"4","1","21","0","0","21.3","3.6","0.25","0","21.3","0","0"
"4","1","22","0","0","21","3.6","0.25","0","21","0","0"
"4","1","23","0","0","20.8","3.6","0.25","0","20.8","0","0"
"4","2","0","0","0","20.5","3.6","0.25","0","20.5","0","0"
"4","2","1","0","0","21","4.1","0.25","0","21","0","0"
"4","2","2","0","0","20","3.6","0.25","0","20","0","0"
"4","2","3","0","0","20","3.6","0.25","0","20","0","0"
"4","2","4","0","0","19","2.6","0.25","0","19","0","0"
"4","2","5","0","0","20","3.1","0.25","0","20","0","0"
"4","2","6","0","22","20","1.5","0.25","20.371","20.518","101.761","66.447"
"4","2","7","342","106","21.5","2.3","0.25","202.989","26.096","1282.72","1205.559"
"4","2","8","574","164","23","3.1","0.25","467.168","32.335","3132.659","2989.948"
"4","2","9","812","121","24.4","3.6","0.25","719.07","37.64","4698.119","4499.938"
"4","2","10","888","120","26","4.6","0.25","906.575","40.449","5804.805","5567.409"
"4","2","11","905","137","26","5.7","0.25","1022.938","40.21","6513.049","6250.557"
"4","2","12","912","141","26.6","6.2","0.25","1059.069","40.503","6721.75","6451.863"
"4","2","13","909","131","26.3","6.9","0.25","1010.679","38.63","6481.07","6219.711"
"4","2","14","889","114","26","7.7","0.25","882.001","35.966","5757.325","5521.612"
"4","2","15","805","115","25.4","6.7","0.25","682.582","33.931","4533.736","4341.379"
"4","2","16","641","112","25","6.2","0.25","428.522","30.656","2883.286","2749.411"
"4","2","17","312","89","23","6.2","0.25","163.999","25.113","1005.223","937.895"
"4","2","18","0","13","22.4","5.1","0.25","12.026","22.551","44.148","10.875"
"4","2","19","0","0","22.1","4.6","0.25","0","22.1","0","0"
"4","2","20","0","0","21.9","4.1","0.25","0","21.9","0","0"
"4","2","21","0","0","21.6","3.6","0.25","0","21.6","0","0"
"4","2","22","0","0","21.3","3.3","0.25","0","21.3","0","0"
"4","2","23","0","0","21","3.1","0.25","0","21","0","0"
"4","3","0","0","0","20.6","2.6","0.25","0","20.6","0","0"
"4","3","1","0","0","21","2.6","0.25","0","21","0","0"
"4","3","2","0","0","20.3","2.3","0.25","0","20.3","0","0"
"4","3","3","0","0","19.7","2.1","0.25","0","19.7","0","0"
"4","3","4","0","0","19","1","0.25","0","19","0","0"
"4","3","5","0","0","18","0","0.25","0","18","0","0"
"4","3","6","0","22","17.5","1","0.25","20.37","18.084","102.927","67.571"
"4","3","7","293","112","19.6","0","0.25","193.013","27.397","1218.664","1143.773"
"4","3","8","500","163","21.7","1.3","0.25","427.886","33.875","2844.369","2711.873"
"4","3","9","480","259","23.8","2.6","0.25","613.48","37.11","3987.548","3814.545"
"4","3","10","484","349","26","3.1","0.25","783.872","41.559","4961.233","4753.728"
"4","3","11","527","355","26.3","4.6","0.25","881.487","40.303","5582.827","5353.297"
"4","3","12","499","398","26.7","4.1","0.25","911.916","42.205","5717.107","5482.818"
"4","3","13","496","351","27","3.6","0.25","840.761","42.398","5283.33","5064.412"
"4","3","14","386","360","26.6","4.1","0.25","692.8","38.397","4438.892","4249.895"
"4","3","15","300","302","26.2","4.6","0.25","508.858","34.307","3330.575","3180.851"
"4","3","16","305","190","25","4.6","0.25","334.866","30.35","2231.883","2121.09"
"4","3","17","156","101","24","4.1","0.25","133.979","26.261","837.323","775.945"
"4","3","18","0","12","23","3.6","0.25","11.099","23.172","40.439","7.298"
"4","3","19","0","0","22.5","3.6","0.25","0","22.5","0","0"
"4","3","20","0","0","22.1","3.6","0.25","0","22.1","0","0"
"4","3","21","0","0","21.6","3.6","0.25","0","21.6","0","0"
"4","3","22","0","0","21.5","3.3","0.25","0","21.5","0","0"
"4","3","23","0","0","21.3","2.9","0.25","0","21.3","0","0"
"4","4","0","0","0","21.2","2.6","0.25","0","21.2","0","0"
"4","4","1","0","0","20","1.5","0.25","0","20","0","0"
"4","4","2","0","0","20","2.1","0.25","0","20","0","0"
"4","4","3","0","0","20","1.5","0.25","0","20","0","0"
"4","4","4","0","0","19","1.2","0.25","0","19","0","0"
"4","4","5","0","0","18","1","0.25","0","18","0","0"
"4","4","6","0","15","18.1","1","0.25","13.877","18.503","71.446","37.205"
"4","4","7","73","104","20","1","0.25","118.873","23.615","771.493","712.448"
"4","4","8","33","233","24","2.6","0.25","239.728","29.2","1576.087","1488.532"
"4","4","9","28","315","23.6","2.6","0.25","318","30.473","2068.969","1963.949"
"4","4","10","4","367","27","6.2","0.25","351.464","31.592","2259.21","2147.449"
"4","4","11","33","325","28.2","1.5","0.25","347.072","37.528","2171.704","2063.044"
"4","4","12","4","298","29.5","3.1","0.25","285.72","35.14","1789.331","1694.22"
"4","4","13","6","280","27","6.7","0.25","269.961","30.341","1724.917","1632.088"
"4","4","14","6","245","26.5","6.9","0.25","235.528","29.36","1512.6","1427.294"
"4","4","15","3","192","26","7.2","0.25","181.86","28.148","1174.336","1101.017"
"4","4","16","18","169","25.5","6.7","0.25","166.714","27.58","1091.589","1021.201"
"4","4","17","3","91","25","6.2","0.25","85.197","26.122","548.402","497.261"
"4","4","18","0","9","23","4.1","0.25","8.318","23.12","29.848","0"
"4","4","19","0","0","22.5","3.4","0.25","0","22.5","0","0"
"4","4","20","0","0","22","2.6","0.25","0","22","0","0"
"4","4","21","0","0","21.8","1","0.25","0","21.8","0","0"
"4","4","22","0","0","21.4","0.7","0.25","0","21.4","0","0"
"4","4","23","0","0","21","0.5","0.25","0","21","0","0"
"4","5","0","0","0","20.3","0","0.25","0","20.3","0","0"
"4","5","1","0","0","20","1","0.25","0","20","0","0"
"4","5","2","0","0","21","2.6","0.25","0","21","0","0"
"4","5","3","0","0","21","2.6","0.25","0","21","0","0"
"4","5","4","0","0","21","2.6","0.25","0","21","0","0"
"4","5","5","0","0","19","2.1","0.25","0","19","0","0"
"4","5","6","7","23","18.3","1","0.25","21.711","18.928","112.495","76.8"
"4","5","7","320","113","26","0.5","0.25","202.383","32.99","1249.372","1173.393"
"4","5","8","527","179","26","0.5","0.25","458.409","42.073","2948.905","2812.705"
"4","5","9","738","154","26","0.5","0.25","701.017","50.522","4335.726","4150.385"
"4","5","10","816","166","28","2.6","0.25","894.756","47.398","5559.635","5330.927"
"4","5","11","881","151","30","4.6","0.25","1013.022","46.122","6294.406","6039.662"
"4","5","12","913","140","30.6","3.6","0.25","1057.925","50.006","6457.702","6197.171"
"4","5","13","884","146","29.9","4.6","0.25","999.438","45.809","6223.728","5971.488"
"4","5","14","838","140","29.2","5.7","0.25","866.318","41.25","5531.966","5304.238"
"4","5","15","733","144","28.5","6.7","0.25","659.938","36.745","4327.626","4142.572"
"4","5","16","605","118","27","4.1","0.25","414.554","34.101","2745.895","2616.888"
"4","5","17","283","93","26","4.4","0.25","157.778","28.534","955.961","890.379"
"4","5","18","0","13","25","4.6","0.25","12.026","25.161","43.542","10.291"
"4","5","19","0","0","25","3.1","0.25","0","25","0","0"
"4","5","20","0","0","24.2","1.5","0.25","0","24.2","0","0"
"4","5","21","0","0","23.4","0","0.25","0","23.4","0","0"
"4","5","22","0","0","22.2","0.7","0.25","0","22.2","0","0"
"4","5","23","0","0","21","1.5","0.25","0","21","0","0"
"4","6","0","0","0","21.3","1.5","0.25","0","21.3","0","0"
"4","6","1","0","0","21","1","0.25","0","21","0","0"
"4","6","2","0","0","21","1.5","0.25","0","21","0","0"
"4","6","3","0","0","20.2","0.5","0.25","0","20.2","0","0"
"4","6","4","0","0","19","0","0.25","0","19","0","0"
"4","6","5","0","0","19","0.5","0.25","0","19","0","0"
"4","6","6","12","24","18.8","0","0.25","22.917","19.694","121.198","85.195"
"4","6","7","353","112","21.4","0.2","0.25","213.294","29.466","1336.257","1257.199"
"4","6","8","616","146","24","0.5","0.25","476.112","40.702","3087.866","2946.742"
"4","6","9","803","128","26.4","1","0.25","721.644","48.447","4507.032","4315.622"
"4","6","10","854","157","29","3.6","0.25","919.451","45.887","5748.178","5512.789"
"4","6","11","954","110","31","5.1","0.25","1043.668","46.581","6474.931","6213.79"
"4","6","12","939","126","30.8","5.1","0.25","1069.767","46.764","6618.24","6352.021"
"4","6","13","944","111","30","4.6","0.25","1021.873","46.27","6354.083","6097.224"
"4","6","14","834","158","29","6.7","0.25","879.969","39.968","5644.059","5412.359"
"4","6","15","776","127","28","6.2","0.25","670.87","36.841","4400.931","4213.28"
"4","6","16","605","118","27","5.7","0.25","413.744","32.775","2754.135","2624.837"
"4","6","17","268","94","26.1","4.4","0.25","154.698","28.587","938.74","873.768"
"4","6","18","0","13","25.3","3.1","0.25","12.026","25.502","43.646","10.391"
"4","6","19","0","0","24.1","2.3","0.25","0","24.1","0","0"
"4","6","20","0","0","23","1.5","0.25","0","23","0","0"
"4","6","21","0","0","22.8","2.6","0.25","0","22.8","0","0"
"4","6","22","0","0","23","2.6","0.25","0","23","0","0"
"4","6","23","0","0","21.9","2.3","0.25","0","21.9","0","0"
"4","7","0","0","0","20.9","2.1","0.25","0","20.9","0","0"
"4","7","1","0","0","21.8","2.3","0.25","0","21.8","0","0"
"4","7","2","0","0","22.8","2.6","0.25","0","22.8","0","0"
"4","7","3","0","0","18.9","1","0.25","0","18.9","0","0"
"4","7","4","0","0","19","0.5","0.25","0","19","0","0"
"4","7","5","0","0","19","0.5","0.25","0","19","0","0"
"4","7","6","8","25","17.8","0","0.25","23.539","18.72","126.08","89.904"
"4","7","7","329","116","20.9","0","0.25","208.512","29.323","1309.996","1231.869"
"4","7","8","543","154","24","2.1","0.25","443.39","34.614","2940.48","2804.578"
"4","7","9","488","261","25.4","3.1","0.25","621.633","37.768","4027.517","3853.098"
"4","7","10","630","285","27","3.1","0.25","850.288","43.888","5340.398","5119.458"
"4","7","11","798","222","28","5.7","0.25","1013.858","42.072","6389.367","6131.258"
"4","7","12","914","144","28.1","5.1","0.25","1061.833","43.943","6642.805","6375.716"
"4","7","13","839","174","28","4.6","0.25","989.183","43.741","6206.426","5954.799"
"4","7","14","637","268","29","3.6","0.25","821.233","44.071","5163.863","4949.178"
"4","7","15","452","265","28.2","5.1","0.25","579.765","36.869","3773.204","3607.795"
"4","7","16","400","171","26","7.7","0.25","363.391","30.115","2430.193","2312.374"
"4","7","17","188","100","25","6.2","0.25","140.785","26.826","872.586","809.958"
"4","7","18","0","12","24","5.1","0.25","11.099","24.14","40.229","7.095"
"4","7","19","0","0","23.4","3.9","0.25","0","23.4","0","0"
"4","7","20","0","0","22.8","2.7","0.25","0","22.8","0","0"
"4","7","21","0","0","22.2","1.5","0.25","0","22.2","0","0"
"4","7","22","0","0","22","1","0.25","0","22","0","0"
"4","7","23","0","0","21.6","1.5","0.25","0","21.6","0","0"
"4","8","0","0","0","21.3","2.1","0.25","0","21.3","0","0"
"4","8","1","0","0","21","1.5","0.25","0","21","0","0"
"4","8","2","0","0","21","2.1","0.25","0","21","0","0"
"4","8","3","0","0","20.8","2.6","0.25","0","20.8","0","0"
"4","8","4","0","0","19.9","1.5","0.25","0","19.9","0","0"
"4","8","5","0","0","19","0.5","0.25","0","19","0","0"
"4","8","6","6","26","18","0","0.25","24.333","18.959","133.854","97.402"
"4","8","7","260","144","21","0","0.25","214.93","29.712","1365.951","1285.841"
"4","8","8","578","171","23.2","0.7","0.25","478.851","39.069","3121.685","2979.363"
"4","8","9","812","126","25.5","1.5","0.25","727.052","45.21","4601.051","4406.309"
"4","8","10","873","138","28","1.8","0.25","912.491","51.124","5584.477","5354.888"
"4","8","11","934","121","29","2.1","0.25","1034.762","53.638","6231.347","5978.837"
"4","8","12","943","123","31","3.6","0.25","1069.791","50.625","6512.659","6250.181"
"4","8","13","925","122","30.5","4.4","0.25","1013.072","47.067","6276.983","6022.856"
"4","8","14","869","133","30","5.1","0.25","878.639","43.134","5568.169","5339.158"
"4","8","15","790","123","27.5","7.7","0.25","674.671","35.138","4455.866","4266.268"
"4","8","16","623","118","26","6.7","0.25","420.755","31.263","2817.06","2685.532"
"4","8","17","337","82","25","4.6","0.25","160.451","27.498","962.926","897.097"
"4","8","18","0","14","24.3","2.6","0.25","12.954","24.537","47.246","13.863"
"4","8","19","0","0","23.7","2.4","0.25","0","23.7","0","0"
"4","8","20","0","0","23.2","2.3","0.25","0","23.2","0","0"
"4","8","21","0","0","22.6","2.1","0.25","0","22.6","0","0"
"4","8","22","0","0","22","1.5","0.25","0","22","0","0"
"4","8","23","0","0","22","1","0.25","0","22","0","0"
"4","9","0","0","0","20.9","0","0.25","0","20.9","0","0"
"4","9","1","0","0","20","1.5","0.25","0","20","0","0"
"4","9","2","0","0","20","1","0.25","0","20","0","0"
"4","9","3","0","0","20","1","0.25","0","20","0","0"
"4","9","4","0","0","19.5","0.5","0.25","0","19.5","0","0"
"4","9","5","0","0","19","0","0.25","0","19","0","0"
"4","9","6","3","27","19","0.5","0.25","25.035","19.845","137.864","101.27"
"4","9","7","258","146","21.5","0.5","0.25","216.384","29.003","1380.762","1300.128"
"4","9","8","604","152","24","0.5","0.25","476.909","40.726","3089.754","2948.563"
"4","9","9","844","95","26.6","0.5","0.25","717.281","51.702","4421.763","4233.374"
"4","9","10","855","148","28.8","1.3","0.25","911.558","54.619","5493.674","5267.303"
"4","9","11","928","129","31","2.1","0.25","1036.534","55.678","6185.899","5934.999"
"4","9","12","944","123","32","4.6","0.25","1070.221","49.029","6558.134","6294.045"
"4","9","13","923","123","31.3","4.8","0.25","1011.347","46.984","6267.985","6014.177"
"4","9","14","814","168","30.7","4.9","0.25","869.916","44.03","5486.469","5260.353"
"4","9","15","733","145","30","5.1","0.25","657.125","39.842","4254.324","4071.868"
"4","9","16","601","120","29","4.6","0.25","411.334","35.577","2704.267","2576.735"
"4","9","17","319","85","27.5","3.9","0.25","158.517","30.224","943.53","878.389"
"4","9","18","0","14","26","3.1","0.25","12.954","26.22","48.278","14.859"
"4","9","19","0","0","25.2","2.8","0.25","0","25.2","0","0"
"4","9","20","0","0","24.5","2.4","0.25","0","24.5","0","0"
"4","9","21","0","0","23.7","2.1","0.25","0","23.7","0","0"
"4","9","22","0","0","23","1","0.25","0","23","0","0"
"4","9","23","0","0","22","2.1","0.25","0","22","0","0"
"4","10","0","0","0","21.6","3.1","0.25","0","21.6","0","0"
"4","10","1","0","0","21.3","2.3","0.25","0","21.3","0","0"
"4","10","2","0","0","21","1.5","0.25","0","21","0","0"
"4","10","3","0","0","20.8","1","0.25","0","20.8","0","0"
"4","10","4","0","0","20","0.5","0.25","0","20","0","0"
"4","10","5","0","0","19","1.5","0.25","0","19","0","0"
"4","10","6","1","28","19","2.6","0.25","25.847","19.545","145.756","108.883"
"4","10","7","358","117","23.5","2.8","0.25","220.793","28.073","1397.141","1315.927"
"4","10","8","620","156","28","3.1","0.25","489.663","37.781","3211.447","3065.944"
"4","10","9","804","138","31","2.1","0.25","733.79","48.521","4576.947","4383.059"
"4","10","10","869","143","33","4.1","0.25","918.904","48.678","5678.172","5445.263"
"4","10","11","881","152","34.2","4.9","0.25","1012.762","49.699","6197.121","5945.824"
"4","10","12","849","180","35.4","5.7","0.25","1038.082","49.808","6334.085","6077.935"
"4","10","13","868","154","34","7.2","0.25","987.975","45.692","6152.693","5902.97"
"4","10","14","841","147","33","7.7","0.25","871.202","42.839","5524.153","5296.702"
"4","10","15","781","126","32.4","6.7","0.25","669.514","40.765","4322.138","4137.279"
"4","10","16","621","120","32","6.7","0.25","420.079","37.253","2743.593","2614.668"
"4","10","17","288","95","30.1","5.4","0.25","158.776","32.343","944.901","879.711"
"4","10","18","0","14","28.3","4.1","0.25","12.953","28.493","50.041","16.559"
"4","10","19","0","0","26","3.6","0.25","0","26","0","0"
"4","10","20","0","0","25","4.1","0.25","0","25","0","0"
"4","10","21","0","0","24.3","3.1","0.25","0","24.3","0","0"
"4","10","22","0","0","24","3.1","0.25","0","24","0","0"
"4","10","23","0","0","23","3.1","0.25","0","23","0","0"
"4","11","0","0","0","23","3.1","0.25","0","23","0","0"
"4","11","1","0","0","22","4.6","0.25","0","22","0","0"
"4","11","2","0","0","22","3.6","0.25","0","22","0","0"
"4","11","3","0","0","21.2","3.6","0.25","0","21.2","0","0"
"4","11","4","0","0","21","4.1","0.25","0","21","0","0"
"4","11","5","0","0","20","3.6","0.25","0","20","0","0"
"4","11","6","6","30","21.1","2.6","0.25","27.826","21.685","154.681","117.491"
"4","11","7","372","114","25.5","2.6","0.25","222.463","30.272","1393.847","1312.749"
"4","11","8","584","167","30","2.6","0.25","479.275","40.435","3105.697","2963.942"
"4","11","9","745","163","33.2","3.1","0.25","716.777","47.477","4484.766","4294.144"
"4","11","10","736","215","36","2.1","0.25","875.64","56.852","5216.015","4999.482"
